Article_ID,Headline,Keywords,News_Category,Pub_Date,Section_Name,Snippet,Media_Type,URL
5a7ace5110f40f00018bff34,A Hot Spring and a Warm Welcome,"['Travel and Vacations', 'Big Bend National Park (Tex)', 'Boquillas (Mexico)', 'Mexico', 'Texas']", Travel & Events,2/7/2018 10:00,Unknown,"In Big Bend National Park in Texas: towering canyons and a 105-degree pool. In Boquillas, Mexico: cheese enchiladas and old-world charm. A boat takes you to both.",News,https://www.nytimes.com/2018/02/07/travel/big-bend-boquillas-border.html
5a7ace5310f40f00018bff35,Circling Jasper Johns,"['Art', 'Museums', 'Johns, Jasper', 'Flags, Emblems and Insignia', 'Broad Museum (Los Angeles, Calif)', 'Foundation for Contemporary Arts', 'Connecticut']",Entertainment,2/7/2018 10:00,Art & Design,"Mr. Johns, who is now 87 and widely regarded as America’s foremost living artist, has a new retrospective at the Broad called “Something Resembling Truth.”",News,https://www.nytimes.com/2018/02/07/arts/design/jasper-johns-retrospective-broad-museum.html
5a7ace5910f40f00018bff37,A Tiny Place Wrapped in Plenty of Character,"['Real Estate and Housing (Residential)', 'Staten Island (NYC)', 'Lighthouses and Lightships']", Education,2/7/2018 10:00,Unknown,"A neighborhood filled with wildlife and cultural attractions, Lighthouse Hill is a tiny place with outsized character.",News,https://www.nytimes.com/2018/02/07/realestate/living-in-lighthouse-hill-staten-island.html
5a7ad08b10f40f00018bff3d,"Kim’s Sister,  In a First,  Will Visit  South Korea","['Olympic Games (2018)', 'Olympic Games', ""Workers' Party of Korea"", 'Kim Yo-jong', 'Trump, Ivanka', 'Pence, Mike', 'Kim Jong-un', 'Moon Jae-in', 'Trump, Donald J', 'North Korea', 'Seoul (South Korea)', 'South Korea']",Foreign,2/7/2018 10:10,Asia Pacific,Kim Yo-jong will be the first immediate family member of North Korea’s ruling dynasty to set foot in South Korea.,News,https://www.nytimes.com/2018/02/07/world/asia/kim-jong-un-sister-south-korea.html
5a7ad85810f40f00018bff56, Merkel Forges Pact to Govern With Old Allies,"['Germany', 'Merkel, Angela', 'Politics and Government', 'Christian Democratic Union (Germany)', 'Christian Social Union (Germany)', 'Social Democratic Party (Germany)', 'Alternative for Germany']",Foreign,2/7/2018 10:43,Europe,"The agreement, subject to the approval of members of the Social Democratic Party, came at a steep price for the Christian Democrats: giving up the powerful Finance Ministry.",News,https://www.nytimes.com/2018/02/07/world/europe/angela-merkel-coalition-germany.html
5a7ad8bd10f40f00018bff57,The Taming of a Demagogue,"['Russian Interference in 2016 US Elections and Ties to Trump Associates', 'United States Politics and Government', 'Presidential Election of 2016', 'Conservatism (US Politics)', 'Atlantic Monthly', 'Republican Party', 'Burr, Richard M', 'Mueller, Robert S III', 'Trump, Donald J', 'United States']", People & Blogs,2/7/2018 10:45,Unknown,Why Trump-fearing conservatives aren’t obliged to vote like Democrats.,Op-Ed,https://www.nytimes.com/2018/02/07/opinion/trump-republicans-vote-democrat.html
5a7ad8c010f40f00018bff59,How Did Israel Become a Place of No Refuge?,"['Immigration and Emigration', 'Refugees and Displaced Persons', 'Deportation', 'Jews and Judaism', 'Asylum, Right of', 'United Nations High Commission for Refugees', 'Islamic State in Iraq and Syria (ISIS)', 'Frank, Anne', 'Israel']", People & Blogs,2/7/2018 10:45,Unknown,"As the Israeli government prepares to deport African refugees, we prepare to open our homes to them.",Op-Ed,https://www.nytimes.com/2018/02/07/opinion/israel-refugees-africa.html
5a7adc3810f40f00018bff63,Unknown,['New York City'], News & Politics,2/7/2018 11:00,Unknown,"Wednesday: Why subway platforms get strangely slick, Brooklyn’s chocolate trail map, and lawmakers address the Tide pod challenge.",briefing,https://www.nytimes.com/2018/02/07/nyregion/new-york-today-the-slippery-subway-mystery.html
5a7adc3810f40f00018bff64,Pump Iron and Eat More Protein,"['Muscles', 'Weight', 'Weight Lifting', 'Proteins', 'Diet and Nutrition', 'Men and Boys']", Howto & Style,2/7/2018 11:00,Move,"Eating more protein can significantly augment the effects of lifting weights, a review of research found.",News,https://www.nytimes.com/2018/02/07/well/move/lift-weights-eat-more-protein-especially-if-youre-over-40.html
5a7add3b10f40f00018bff69,Unknown,"['United States Economy', 'Corporate Taxes', 'Labor and Jobs', 'Republican Party', 'Economic Conditions and Trends', 'Inflation (Economics)', 'Federal Taxes (US)', 'Trump, Donald J']", People & Blogs,2/7/2018 11:04,The Daily,"When Republicans cut corporate taxes, most economists rejected claims that working Americans would benefit. So why are so many companies handing out bonuses?",briefing,https://www.nytimes.com/2018/02/07/podcasts/the-daily/trump-tax-cuts-economy.html
5a7ae11d10f40f00018bff76,A Glimpse Into the Lives of North Korea’s Isolated Athletes,"['Olympic Games (2018)', 'North Korea', 'Kim Jong-un', 'Athletics and Sports', 'vis-multimedia']",Foreign,2/7/2018 11:20,Asia Pacific,"We’ve gathered insights from the country’s state news media, analysts, defectors and athletes who have competed alongside North Koreans.",News,https://www.nytimes.com/2018/02/07/world/asia/north-korea-olympics-athletes.html
5a7ae5b110f40f00018bff83,"Teaching the Winter Olympics Across the Curriculum, With Help From The New York Times",[], Education,2/7/2018 11:40,Lesson Plans,How teachers of subjects from English language arts to science and social studies can turn these Olympics into opportunities for learning.,News,https://www.nytimes.com/2018/02/07/learning/lesson-plans/teaching-the-winter-olympics-across-the-curriculum-with-help-from-the-new-york-times.html
5a7b06c610f40f00018bffe9,"$1.3 Million Homes in California, Virginia and Indiana","['Real Estate and Housing (Residential)', 'Sacramento (Calif)', 'Charlottesville (Va)', 'Indianapolis (Ind)']", Education,2/7/2018 14:01,Unknown,"A shingled house and guest cottage in Sacramento, a contemporary home outside Charlottesville and a brick townhouse in Indianapolis.",News,https://www.nytimes.com/2018/02/07/realestate/1-million-homes-california-virginia-indiana.html
5a7b093910f40f00018bfff4,Unknown,[], News & Politics,2/7/2018 14:12,Unknown,"Monday: How Wall Street’s plunge affects California, a billionaire doctor plans to buy The Los Angeles Times and video of Peggy Fleming’s ice skating gold.",briefing,https://www.nytimes.com/2018/02/07/us/california-today-stock-market-tumble.html
5a7b21d510f40f00018c0043,Senate Leaders Agree to a Deal To Lift Spending,"['Federal Budget (US)', 'United States Politics and Government', 'Senate', 'House of Representatives', 'Democratic Party', 'Republican Party', 'Trump, Donald J', 'Dream Act (Development, Relief and Education for Minors Act)', 'Deferred Action for Childhood Arrivals', 'Immigration and Emigration', 'McConnell, Mitch', 'Schumer, Charles E', 'Pelosi, Nancy']", News & Politics,2/7/2018 15:57,Politics,"The agreement would raise caps on military and domestic spending, clearing the way for lawmakers to pass a spending bill for the rest of the fiscal year.",News,https://www.nytimes.com/2018/02/07/us/politics/budget-deal-trump.html
5a7b233c10f40f00018c0047,A Refurbished Condo on Victoria Peak,"['Real Estate and Housing (Residential)', 'Hong Kong']", Education,2/7/2018 16:03,Unknown,"Real estate prices continue to rise in Hong Kong, fueled by domestic demand.",News,https://www.nytimes.com/2018/02/07/realestate/house-hunting-hong-kong.html
5a7b290210f40f00018c0061,Space-Hungry Google Buys Chelsea Market In a $2.4 Billion Deal,"['Computers and the Internet', 'Chelsea Market', 'Google Inc', 'Jamestown Properties', 'Chelsea (Manhattan, NY)', 'Real Estate (Commercial)']", News & Politics,2/7/2018 16:27,Unknown,"The deal calls attention to the technology sector’s rapid expansion in the city, both in the numbers employed and the square footage occupied.",News,https://www.nytimes.com/2018/02/07/nyregion/google-chelsea-market-new-york.html
5a7b301910f40f00018c0080,Movement: Stand Up for Weight Loss,"['Calories', 'Weight', 'Exercise']", Howto & Style,2/7/2018 16:57,Move,You could lose over five pounds in a year by choosing to stand rather than sit — if you didn’t find other ways to make up for the calorie deficit.,News,https://www.nytimes.com/2018/02/07/well/move/standing-for-6-hours-burns-54-calories.html
5a7b30e110f40f00018c0084,When Children Get the Flu: Keep an Eye on Their Fever,"['Children and Childhood', 'Fever', 'Influenza', 'Tamiflu (Drug)', 'Babies and Infants', 'Emergency Medical Treatment']", Howto & Style,2/7/2018 17:01,Family,Signs to watch for are persistent high fevers and fevers that flare up again after the child seems to be over the worst of the illness.,News,https://www.nytimes.com/2018/02/07/well/family/children-flu-infants-deaths-influenza-complications-fever-breathing-symptoms.html
5a7b43d110f40f00018c00c6,"Is the Economy at Risk of Overheating? With Inflation, It’s Tricky","['United States Economy', 'Inflation (Economics)', 'Deflation (Economics)', 'Currency', 'Interest Rates', 'Wages and Salaries', 'Stocks and Bonds']", Science & Technology,2/7/2018 18:22,Unknown,"Is the economy at risk of overheating? The answer will depend on what really drives price increases, and what the Fed does.",News,https://www.nytimes.com/2018/02/07/upshot/the-stock-market-is-worried-about-inflation-should-it-be.html
5a7b4aa210f40f00018c00d5,Abuse Claims End Star’s Rise In White House,"['Porter, Robert R (1977- )', 'Domestic Violence', 'United States Politics and Government', 'Trump, Donald J']", News & Politics,2/7/2018 18:51,Politics,"Mr. Porter, the White House staff secretary, said he would leave his job a day after a news account that quoted his two ex-wives accusing him of physical abuse.",News,https://www.nytimes.com/2018/02/07/us/politics/rob-porter-resigns-abuse-white-house-staff-secretary.html
5a7b4b1c10f40f00018c00d8,The Godmother,"['Art', 'Chicago, Judy', 'Brooklyn Museum']", Howto & Style,2/7/2018 18:53,Unknown,"For decades, the feminist artist was pushed to the sidelines. Relevant once again, she can no longer be ignored.",News,https://www.nytimes.com/2018/02/07/t-magazine/judy-chicago-dinner-party.html
5a7b4b6410f40f00018c00da,Stone Age Skeleton Found in Britain in 1903 Was Dark-Skinned Man,"['Archaeology and Anthropology', 'Great Britain', 'Skin', 'Genetics and Heredity', 'Skeletons', 'DNA (Deoxyribonucleic Acid)', 'Research', 'Natural History Museum (London)', 'University College London', 'England']",Foreign,2/7/2018 18:54,Europe,New research adds to a growing body of evidence showing how the British Isles received waves of immigrants over tens of thousands of years.,News,https://www.nytimes.com/2018/02/07/world/europe/uk-cheddar-man-skeleton-skin.html
5a7b5ab610f40f00018c0115,"Waging a Sweeping War on Obesity, Chile Slays Tony the Tiger","['Chile', 'Politics and Government', 'Obesity', 'Food', 'Sugar', 'Regulation and Deregulation of Industry', 'Law and Legislation', 'Labeling and Labels (Product)', 'Containers and Packaging', 'Advertising and Marketing', 'Diet and Nutrition', 'Soft Drinks', 'Girardi, Guido']", Science & Technology,2/7/2018 19:59,Unknown,"New regulations, which corporate interests delayed for almost a decade, require explicit labeling and limit the marketing of sugary foods to children.",News,https://www.nytimes.com/2018/02/07/health/obesity-chile-sugar-regulations.html
5a7b618b10f40f00018c012b,Exiles on Her Streets,"['Art', 'Art Institute of Chicago', 'Al Solh, Mounira', 'I strongly believe in our right to be frivolous (Exhibit)', 'Refugees and Displaced Persons', 'Beirut (Lebanon)']", News & Politics,2/7/2018 20:28,Art & Design,The artist Mounira Al Solh bears witness to the wounds of war with portraits of refugees that go beyond statistics to capture intimate stories.,News,https://www.nytimes.com/2018/02/07/arts/design/art-institute-of-chicago-mounira-al-solh-lebanon.html
5a7b627210f40f00018c012f,Don’t Abandon the Space Station,"['Space and Astronomy', 'International Space Station', 'National Aeronautics and Space Administration', 'Trump, Donald J', 'Private Spaceflight']", People & Blogs,2/7/2018 20:32,Unknown,The program is a demonstration of American leadership. Why does the president want to cut it?,Op-Ed,https://www.nytimes.com/2018/02/07/opinion/international-space-station.html
5a7b72e510f40f00018c015f,"In Northern Syria, U.S. and Turkey Head Into Face-Off","['Syria', 'Turkey', 'Defense and Military Forces', 'United States Defense and Military Forces', 'United States International Relations', 'Manbij (Syria)', ""People's Protection Units (YPG)"", 'Syrian Democratic Forces', 'Kurds', 'North Atlantic Treaty Organization', 'Islamic State in Iraq and Syria (ISIS)']",Foreign,2/7/2018 21:42,Middle East,The New York Times traveled with two U.S. generals to a northern Syria city where armed conflict between the Americans and Turks is now a possibility.,News,https://www.nytimes.com/2018/02/07/world/middleeast/us-turkey-manbij-kurds.html
5a7b74c010f40f00018c0164,"8 Hours, 7 Minutes and 1 Pelosi Soliloquy","['Pelosi, Nancy', 'House of Representatives', 'United States Politics and Government', 'Democratic Party', 'Illegal Immigration', 'Deferred Action for Childhood Arrivals', 'Dream Act (Development, Relief and Education for Minors Act)', 'Federal Budget (US)', 'Trump, Donald J']", News & Politics,2/7/2018 21:50,Politics,"Representative Nancy Pelosi, the House Democratic leader, broke records on Wednesday with an extended speech opposing the budget deal because it ignored the “Dreamers.”",News,https://www.nytimes.com/2018/02/07/us/politics/pelosi-dreamers-budget-deal.html
5a7b7dc410f40f00018c0187,"Barring  The Russians, But Not  Really","['Olympic Games (2018)', 'International Olympic Committee', 'Court of Arbitration for Sport', 'Russia', 'Doping (Sports)']",Sports,2/7/2018 22:29,Olympics,"Because the International Olympic Committee did not move quickly enough to address Russia’s doping scheme, arbitrators are still considering appeals by barred athletes seeking to compete on their own.",News,https://www.nytimes.com/2018/02/07/sports/olympics/olympics-russia-doping.html
5a7b81ad10f40f00018c018e,About LENE,['Crossword Puzzles'], Gaming,2/7/2018 22:46,Unknown,Editor Will Shortz on the entry LENE in the Feb. 7 puzzle.,News,https://www.nytimes.com/2018/02/07/crosswords/about-lene.html
5a7b848810f40f00018c0196,"Light-Hearted: Starfish Carry Their Own Lanterns to See (Wait, Starfish Can See?)","['Starfish', 'Fish and Other Marine Life', 'Oceans and Seas', 'Light', 'Proceedings of the Royal Society B (Journal)', 'Garm, Anders']", Science & Technology,2/7/2018 22:58,Unknown,"In the deep seas, starfish make their own light, possibly to signal one another for mating, and they’ve evolved sophisticated eyes to see it.",News,https://www.nytimes.com/2018/02/07/science/starfish-eyes.html
5a7b854c10f40f00018c019b,"Trump Wants a Military Parade, but Not Everyone Is in Step","['Trump, Donald J', 'United States Politics and Government', 'United States Defense and Military Forces', 'Parades', 'Defense Department', 'Mattis, James N', 'Washington (DC)']", News & Politics,2/7/2018 23:01,Politics,"President Trump wants American military might on full display. But with the Pentagon plagued with readiness and budget woes, a parade won’t come cheap or easily.",News,https://www.nytimes.com/2018/02/07/us/politics/trump-military-parade-america.html
5a7b876d10f40f00018c01a4,Unknown,"['Parks and Other Recreation Areas', 'Race and Ethnicity', 'Voter Registration and Requirements', 'Central Park (Manhattan, NY)', 'Blacks', 'Monuments and Memorials (Structures)']", News & Politics,2/7/2018 23:10,Unknown,"On the west side of Central Park near 85th Street, Seneca Village once thrived until it was destroyed in 1857 to make way for the park.",News,https://www.nytimes.com/2018/02/07/nyregion/uncovering-the-ruins-of-new-yorks-first-free-black-settlement.html
5a7b8cca10f40f00018c01b9,Market Gives Millennials Crash Course On Volatility,"['Stocks and Bonds', 'Millennial Generation', 'Virtual Currency', 'Asset Allocation (Personal Finances)', 'Credit and Debt', 'Banking and Financial Institutions']", News & Politics,2/7/2018 23:33,Unknown,"Severe stock swings rattled young investors, many of whom had never experienced such an intense sell-off and were left feeling “a punch to the gut.”",News,https://www.nytimes.com/2018/02/07/business/millennial-investors-stock-market.html
5a7b8dc510f40f00018c01bc,New Policy on Fare Jumping  Pits Mayor Against Prosecutor,"['Subways', 'Income Inequality', 'Criminal Justice', 'Lhota, Joseph J', 'Vance, Cyrus R Jr', 'de Blasio, Bill', 'New York City', 'Police', 'Police Department (NYC)']", News & Politics,2/7/2018 23:37,Unknown,"A new policy on fare evasion in Manhattan has made strange political bedfellows, and poses a problem for Mayor Bill de Blasio with police reform and poverty advocates.",News,https://www.nytimes.com/2018/02/07/nyregion/farebeating-subway-enforcement-nyc.html
5a7ba20d10f40f00018c01e3,"Looking at the Subway System, 6 Months Into an Emergency Plan","['Subways', 'Transit Systems', 'Delays (Transportation)', 'Commuting', 'Metropolitan Transportation Authority', 'New York City Transit Authority', 'Byford, Andrew', 'New York City']", News & Politics,2/8/2018 1:04,Unknown,"New data suggests that at best, the M.T.A. is managing to stabilize a system riddled by delays and plagued by failing infrastructure.",News,https://www.nytimes.com/2018/02/07/nyregion/subway-delays-cuomo-byford.html
5a7ba25710f40f00018c01e4,"If Trump’s So Innocent, Why Act So Guilty?","['Trump, Donald J', 'Russian Interference in 2016 US Elections and Ties to Trump Associates']", People & Blogs,2/8/2018 1:05,Unknown,Here are a dozen reasons to question Trump’s protests.,Op-Ed,https://www.nytimes.com/2018/02/07/opinion/trump-nunes-russia-investigation.html
5a7ba28f10f40f00018c01e5,Trump’s Worst Watcher,"['United States Politics and Government', 'Kelly, John F (1950- )', 'Trump, Donald J']", People & Blogs,2/8/2018 1:06,Unknown,John Kelly is the crisis control guy who keeps creating crises.,Op-Ed,https://www.nytimes.com/2018/02/07/opinion/trump-john-kelly.html
5a7ba5e010f40f00018c01ee,A Backward View of Immigration,"['Trump, Donald J', 'Illegal Immigration', 'Visas', 'Dream Act (Development, Relief and Education for Minors Act)', 'Terrorism', 'Coons, Christopher A', 'McCain, John', 'House of Representatives', 'Senate', 'United States Politics and Government', 'Immigration and Emigration']", People & Blogs,2/8/2018 1:20,Unknown,"The president is targeting sensible immigration policies, while smearing those who come to the U.S. illegally as criminals.",Editorial,https://www.nytimes.com/2018/02/07/opinion/trump-backward-immigration.html
5a7ba73c10f40f00018c01ef,A Doctor Worth Billions Takes On a Challenging Patient: A Newspaper in Turmoil,"['Los Angeles Times', 'Soon-Shiong, Patrick', 'Los Angeles (Calif)', 'Newspapers', 'Tribune Publishing Company', 'tronc Inc', 'San Diego Union-Tribune', 'Nant Capital', 'Mergers, Acquisitions and Divestitures']", News & Politics,2/8/2018 1:26,Unknown,"In a city with no shortage of wealth and celebrity, the new billionaire owner of the Los Angeles Times, Dr. Patrick Soon-Shiong, has kept a mostly low profile. Until now.",News,https://www.nytimes.com/2018/02/07/us/los-angeles-times-patrick-soon-shiong-tronc.html
5a7ba89010f40f00018c01f1,"After Backing Trump, Evangelicals Find Door To White House Is Open","['Moore, Johnnie Jr (1983- )', 'Evangelical Movement', 'United States Politics and Government', 'Trump, Donald J', 'Presidential Election of 2016']", News & Politics,2/8/2018 1:31,Politics,"As President Trump prepares to speak at the National Prayer Breakfast, conservative religious leaders have hailed the president’s first-year agenda as their own.",News,https://www.nytimes.com/2018/02/07/us/politics/trump-evangelicals-national-prayer-breakfast.html
5a7bab4810f40f00018c01f3,An Empire Without a Mogul,"['Casinos', 'Wynn Resorts Ltd', 'Wynn, Stephen A', 'Las Vegas (Nev)', 'Boston (Mass)', 'Macau', 'Sexual Harassment', '#MeToo Movement']", News & Politics,2/8/2018 1:43,Unknown,"“None of us in this world are irreplaceable,’’ the head of a Las Vegas marketing firm said. “But that kind of raw imagination is pretty rare.”",News,https://www.nytimes.com/2018/02/07/business/steve-wynn-name.html
5a7bbd3610f40f00018c020f,Word That Becomes Its Own Synonym,['Crossword Puzzles'], Gaming,2/8/2018 3:00,Unknown,Erik Agard spins us ’round and ’round.,News,https://www.nytimes.com/2018/02/07/crosswords/daily-puzzle-2018-02-08.html
5a7bd24f10f40f00018c0231,‘The Assassination of Gianni Versace’ Episode 4: Feline Intuition,"['Television', 'The Assassination of Gianni Versace: American Crime Story (TV Program)']", Travel & Events,2/8/2018 4:30,Television,Andrew Cunanan kills his first two victims — both of them other gay men — and then flees. His motives remain elusive.,Review,https://www.nytimes.com/2018/02/07/arts/television/the-assassination-of-gianni-versace-american-crime-story-recap-house-by-the-lake.html
5a7bda8e10f40f00018c0247,"For Two Bitter Rivals, A History of Seeking Amity Through Sport","['Olympic Games (2018)', 'Embargoes and Sanctions', 'International Olympic Committee', 'International Ice Hockey Federation', 'Moon Jae-in', 'North Korea', 'South Korea']",Foreign,2/8/2018 5:05,Asia Pacific,"Despite clashes, North and South Korea have learned to use the Olympics to find something that still eludes them in the real world: a moment of solidarity.",News,https://www.nytimes.com/2018/02/08/world/asia/olympics-north-korea-joint-team.html
5a7c000410f40f00018c02ba,"How to Preserve Your Family Memories, Letters and Trinkets","['Archives and Records', 'Data Storage', 'Audio Recordings, Downloads and Streaming', 'Photography', 'Video Recordings, Downloads and Streaming', 'Families and Family Life']", Howto & Style,2/8/2018 7:45,Unknown,"Good archival practices might not be exciting, but they could be the key to keeping your family history intact for future generations.",News,https://www.nytimes.com/2018/02/08/smarter-living/how-to-preserve-your-family-memories-letters-and-trinkets.html
5a7c038610f40f00018c02c7,‘Stop Telling Women to Smile’,[], Education,2/8/2018 8:00,Unknown,What statement is this artwork making?,News,https://www.nytimes.com/2018/02/08/learning/stop-telling-women-to-smile.html
5a7c11b710f40f00018c02f0,"Through Forests and Farmlands, Peruvian Sheep Herders of the Pacific Northwest","['Livestock', 'Sheep', 'Agriculture and Farming', 'Photography']", Education,2/8/2018 9:00,Unknown,"Sofia Jaramillo looks at the lives of Peruvian sheep herders who, isolated from their families, work in Washington State.",News,https://www.nytimes.com/2018/02/08/lens/through-forests-and-farmlands-peruvian-sheep-herders-of-the-pacific-northwest.html
5a7c1d1a10f40f00018c0306,Trevor Noah Mocks President’s Plan for a Military Parade,"['Noah, Trevor (1984- )', 'Oliver, John', 'Colbert, Stephen', 'Late Show with Stephen Colbert (TV Program)', 'Trump, Donald J', 'Full Frontal With Samantha Bee (TV Program)', 'Last Week Tonight With John Oliver (TV Program)', 'Kimmel, Jimmy', 'The Daily Show with Trevor Noah (TV Program)']", Travel & Events,2/8/2018 9:49,Television,The late-night host said: “The world knows America has a military. It’s in their countries right now.”,News,https://www.nytimes.com/2018/02/08/arts/television/trevor-noah-trump-military-parade.html
5a7c1fa710f40f00018c030b,Daniel Ellsberg Thinks We’re In Denial About Nuclear War,"['Nuclear Weapons', 'Pentagon Papers', 'Defense Department', 'Ellsberg, Daniel', 'Doomsday']", People & Blogs,2/8/2018 10:00,Unknown,The author and former Defense and State Department official is surprised there hasn’t been a nuclear apocalypse yet.,News,https://www.nytimes.com/2018/02/08/magazine/daniel-ellsberg-thinks-were-in-denial-about-nuclear-war.html
5a7c1fa810f40f00018c030c,Should Schools Teach About Climate Change?,[], Education,2/8/2018 10:00,Unknown,What should students be required to know and who should make decisions about what is included in the science curriculum?,News,https://www.nytimes.com/2018/02/08/learning/should-schools-teach-about-climate-change.html
5a7c1fc510f40f00018c0313,"24 Years on the Bench, and Still Putting Them in the Seats","['Ginsburg, Ruth Bader', 'Supreme Court (US)', 'Roe v Wade (Supreme Court Decision)', 'Courts and the Judiciary']", News & Politics,2/8/2018 10:00,Politics,"Justice Ruth Bader Ginsburg’s off-the-court schedule is full, with at least nine public appearances over three weeks.",News,https://www.nytimes.com/2018/02/08/us/politics/ruth-bader-ginsburg.html
5a7c1fc510f40f00018c0314,Beethoven Gives Way To Bieber On the Ice,"['Figure Skating', 'Olympic Games (2018)', 'Music']",Sports,2/8/2018 10:00,Olympics,"Bring on James Brown, Justin Bieber, Moby, and maybe some Mozart. New rules allow skaters flexibility to rock the Winter Olympics.",News,https://www.nytimes.com/2018/02/08/sports/olympics/figure-skating-lyrics.html
5a7c1fc810f40f00018c0318,The World Is Your Office,"['Travel and Vacations', 'Roam International Inc', 'Freelancing, Self-Employment and Independent Contracting', 'Labor and Jobs', 'WeWork Companies Inc']", People & Blogs,2/8/2018 10:00,Unknown,A global network of live-work spaces is springing up to serve this new breed of millennial wanderer.,News,https://www.nytimes.com/2018/02/08/magazine/when-youre-a-digital-nomad-the-world-is-your-office.html
5a7c1fc010f40f00018c030d,The Frigid Games,"['Olympic Games (2018)', 'Weather', 'Pyeongchang (South Korea)']",Sports,2/8/2018 10:00,Unknown,"Recent Games were balmy. But not Pyeongchang, South Korea, where officials are providing hand and seat warmers for the opening ceremony Friday.",News,https://www.nytimes.com/2018/02/08/sports/winter-olympics-cold.html
5a7c1fc610f40f00018c0317,Johannesburg,"['Travel and Vacations', 'Johannesburg (South Africa)']", Travel & Events,2/8/2018 10:00,Unknown,"Beneath the grit of South Africa’s biggest city, there’s a kinetic urban energy that can be savored in its street art, restaurants, music clubs and markets.",News,https://www.nytimes.com/2018/02/08/travel/36-hours-in-johannesburg.html
5a7c1fd010f40f00018c031c,A Wily Pirate Plunders Broadway,"['Theater', 'Escape to Margaritaville (Play)', 'Pop and Rock Music', 'Buffett, Jimmy', 'Margaritaville (Song)']",Entertainment,2/8/2018 10:00,Unknown,"Mr. Buffett, who has a new Broadway show, “Escape to Margaritaville,” built a half-billion-dollar empire on his laid-back beach brand. But he’s all business now.",News,https://www.nytimes.com/2018/02/08/arts/jimmy-buffett-does-not-live-the-jimmy-buffett-lifestyle.html
5a7c2a3d10f40f00018c033f,Apocalypse Not,"['Oil (Petroleum) and Gasoline', 'Mann, Charles C', 'Borlaug, Norman E', 'Vogt, William (1902-68)', 'The Wizard and the Prophet: Two Remarkable Scientists and Their Dueling Visions to Shape Tomorrows World (Book)', 'Environment']", People & Blogs,2/8/2018 10:45,Unknown,"The “peak oil” scare comes to naught again, like other scares.",Op-Ed,https://www.nytimes.com/2018/02/08/opinion/environment-oil-scare.html
5a7c2a4110f40f00018c0342,"Lie, Exploit and Destroy","['Rumors and Misinformation', 'Russian Interference in 2016 US Elections and Ties to Trump Associates', 'Presidential Election of 2016', 'Lying', 'Advertising and Marketing', 'State of the Union Message (US)', 'Special Prosecutors (Independent Counsel)', 'Trump, Donald J']", People & Blogs,2/8/2018 10:45,Unknown,Trump’s tactics are basic branding.,Op-Ed,https://www.nytimes.com/2018/02/08/opinion/trump-lie-mueller-investigation.html
5a7c2a4010f40f00018c0341,Trump’s Tool Kit Does Not Include the Constitution,"['Midterm Elections (2018)', 'Elections, House of Representatives', 'Polls and Public Opinion', 'Federal Bureau of Investigation', 'Trump, Donald J', 'Democracy (Theory and Philosophy)', 'Constitution (US)', 'Democratic Party', 'Republican Party']", People & Blogs,2/8/2018 10:45,Unknown,No wonder we are losing faith in our democracy.,Op-Ed,https://www.nytimes.com/2018/02/08/opinion/trump-democracy-midterm-elections.html
5a7c2dc210f40f00018c034b,Unknown,['New York City'], News & Politics,2/8/2018 11:00,Unknown,"Thursday: Scavenging fancy fabric in Queens, Zadie Smith talks about her new book, and free tax help.",briefing,https://www.nytimes.com/2018/02/08/nyregion/new-york-today-fashion-rejects.html
5a7c2dc310f40f00018c034c,Talk to Your Doctor About Your Bucket List,"['Cancer', 'Pain', 'Doctors', 'Death and Dying', 'Families and Family Life']", Howto & Style,2/8/2018 11:00,Live,Knowing my patients’ life goals has prevented me from implementing medical interventions that subvert them.,News,https://www.nytimes.com/2018/02/08/well/live/talk-to-your-doctor-about-your-bucket-list.html
5a7c2dc510f40f00018c034d,The Mystery of Hanoi Hannah,"['Vietnam War', 'Radio', 'ABC News', 'Ngo, Trinh Thi (1931-2016)', 'Vietnam']", People & Blogs,2/8/2018 11:00,Unknown,Who was the person behind North Vietnam’s most successful propagandist?,Op-Ed,https://www.nytimes.com/2018/02/08/opinion/hanoi-hannah-vietnam-propaganda.html
5a7c2e2f10f40f00018c0350,Waiting to Treat the Cancer,"['Leukemia', 'Transplants', 'Bone Marrow', 'Health Insurance and Managed Care', 'Insurance', 'Chemotherapy', 'Testicles', 'Cancer']", Howto & Style,2/8/2018 11:02,Live,It would be a race between the leukemia returning and the insurance company approving the procedure that could keep it at bay permanently.,News,https://www.nytimes.com/2018/02/08/well/live/cancer-treatment-insurance-pay-delays.html
5a7c2f7110f40f00018c0353,Unknown,"['Hurricane Maria (2017)', 'Puerto Rico', 'Suicides and Suicide Attempts', 'Mental Health and Disorders', 'Post-Traumatic Stress Disorder']", People & Blogs,2/8/2018 11:07,The Daily,"More than four months after Hurricane Maria, much of the island is still in shock. At its only suicide prevention hotline, the phones ring constantly.",briefing,https://www.nytimes.com/2018/02/08/podcasts/the-daily/hurricane-maria-puerto-rico-mental-health.html
